,Provincia,Depto,Población,Cantidad de hogares,Hogares con agua corriente de red (%),Hogares con cloacas (%),Hogares con gas de red (%),Hogares con acceso a internet (%),Población con vivienda propia (%),Población inquilina (%),Escolaridad de menores de entre 3-17 años (%),Población sin cobertura de salud (%),Latitud,Longitud
489,SANTIAGO DEL ESTERO,SALAVINA,12787,3730,32.5,10.2,0.6,13.8,93.5,1.1,82.6,74.4,-28.91874,-63.30359
490,SANTIAGO DEL ESTERO,SAN MARTÍN,11848,3088,49.4,1.4,0.3,11.6,86.9,1.5,85.7,68.7,-28.18776,-63.85411
491,SANTIAGO DEL ESTERO,SARMIENTO,5038,1403,50.5,0.4,0.1,9.2,91.8,1.2,83.1,76.3,-28.10611,-63.44618
492,SANTIAGO DEL ESTERO,SILÍPICA,9766,2927,70.3,0.6,0.2,15.7,93.1,0.3,88.5,68.7,-28.18885,-64.27327
493,TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO,RÍO GRANDE,99241,34738,96.7,95.0,84.8,81.7,61.8,26.3,93.9,18.0,-53.74629,-68.1361
494,TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO,TOLHUIN,6039,2215,76.1,66.5,73.0,50.1,61.7,26.3,93.0,20.2,-54.42456,-67.50348
495,TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO,USHUAIA,80371,29234,91.0,86.4,80.2,86.1,54.0,31.8,94.3,11.6,-54.77046,-66.68372
496,TUCUMÁN,BURRUYACÚ,45476,12474,73.9,4.1,0.7,29.2,85.8,1.7,87.6,37.2,-26.53094,-64.81981
497,TUCUMÁN,CAPITAL,590342,185937,95.2,84.9,63.1,75.7,66.5,16.2,91.1,29.7,-26.83272,-65.2175
498,TUCUMÁN,CHICLIGASTA,92608,26016,94.5,59.0,29.5,63.4,82.7,5.8,90.0,41.1,-27.26958,-65.81101
499,TUCUMÁN,CRUZ ALTA,228077,61872,88.5,11.2,18.7,53.3,83.3,3.4,89.8,35.6,-26.91824,-64.97573
500,TUCUMÁN,FAMAILLÁ,42702,11321,92.3,57.1,23.9,51.2,82.0,4.8,88.3,38.4,-26.97599,-65.47898
501,TUCUMÁN,GRANEROS,15540,4775,82.8,2.5,1.8,36.2,85.9,2.8,89.3,57.2,-27.71346,-65.25548
502,TUCUMÁN,JUAN BAUTISTA ALBERDI,34766,10271,89.0,56.2,34.3,51.1,81.9,5.3,91.4,45.6,-27.60589,-65.7832
503,TUCUMÁN,LA COCHA,21218,6045,91.7,1.2,0.5,46.5,86.4,3.9,90.5,50.0,-27.7937,-65.59814
504,TUCUMÁN,LEALES,66392,18693,80.3,20.1,12.4,40.2,87.4,1.9,89.0,34.7,-27.1918,-65.08501
505,TUCUMÁN,LULES,93552,25936,88.4,50.8,32.5,67.3,81.6,5.5,90.5,34.5,-26.86244,-65.43106
506,TUCUMÁN,MONTEROS,77551,21699,93.8,36.4,25.9,65.4,83.8,4.7,92.3,35.6,-27.11061,-65.64314
507,TUCUMÁN,RÍO CHICO,64962,18376,94.4,48.4,28.5,54.3,85.5,3.5,88.9,47.7,-27.45013,-65.75173
508,TUCUMÁN,SIMOCA,36973,10556,72.1,12.6,10.2,44.1,84.2,3.9,88.9,50.0,-27.42416,-65.29187
509,TUCUMÁN,TAFÍ DEL VALLE,22440,7092,73.0,2.0,1.5,45.4,83.3,7.6,88.6,45.3,-26.5914,-65.8895
510,TUCUMÁN,TAFÍ VIEJO,172986,47933,86.5,41.0,44.6,64.8,77.4,7.0,91.1,32.6,-26.66073,-65.46344
511,TUCUMÁN,TRANCAS,23494,6922,80.5,2.6,16.5,37.0,76.5,6.2,87.7,48.1,-26.34326,-65.40548
512,TUCUMÁN,YERBA BUENA,102741,29624,88.4,60.8,61.9,82.9,77.8,9.6,94.3,21.3,-26.78619,-65.34241
